Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden
1.375.000 TL,05 Aralık 2025,Toyota,Corolla,1.5 Dream,2023.0,58.000 km,Otomatik,Benzin,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden
267.000 TL,10 Aralık 2025,Renault,Clio,1.4 RTA,1999.0,290.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1390 cc,75 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,8 boyalı,Takasa Uygun Değil,Galeriden
1.250.000 TL,19 Kasım 2025,Volkswagen,Golf,1.4 TSi Comfortline,2017.0,115.500 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395 cc,125 hp,Önden Çekiş,İkinci El,"5,3 lt",50 lt,"1 değişen, 1 boyalı",,Sahibinden
1.049.000 TL,04 Aralık 2025,Opel,Corsa,1.2 Turbo Edition,2020.0,140.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1199 cc,100 hp,Önden Çekiş,İkinci El,"4,3 lt",44 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.020.000 TL,04 Aralık 2025,Renault,Clio,1.0 TCe Joy,2021.0,109.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
1.815.000 TL,04 Aralık 2025,BMW,4 Serisi,418i Prestige,2016.0,80.000 km,Otomatik,Benzin,Coupe,Beyaz,1499 cc,136 hp,Arkadan İtiş,İkinci El,"5,3 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.235.000 TL,09 Aralık 2025,Volkswagen,Polo,1.4 TDi Comfortline,2017.0,67.757 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,"3,5 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
1.915.000 TL,29 Kasım 2025,Audi,A4,A4 Sedan 1.4 TFSI Design,2015.0,147.000 km,Yarı Otomatik,Benzin,Sedan,Bej,1395 cc,150 hp,Önden Çekiş,İkinci El,"5,2 lt",54 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.850.000 TL,09 Aralık 2025,BMW,5 Serisi,520d Premium,2015.0,200.000 km,Otomatik,Dizel,Sedan,Beyaz,1995 cc,190 hp,Arkadan İtiş,İkinci El,"4,1 lt",70 lt,2 boyalı,-,Sahibinden
1.115.000 TL,09 Aralık 2025,Hyundai,i20,1.4 MPI Style,2017.0,57.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,4 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
710.000 TL,03 Aralık 2025,Ford,Fiesta,1.6 Trend,2015.0,238.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden
675.000 TL,10 Aralık 2025,Hyundai,i20,1.2 D-CVVT Sense,2014.0,139.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1248 cc,85 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,2 boyalı,Takasa Uygun,Sahibinden
225.000 TL,05 Aralık 2025,Fiat,Palio,1.2 S,2001.0,299.600 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,11 boyalı,Takasa Uygun,Galeriden
285.000 TL,04 Aralık 2025,Peugeot,307,1.6 Pack,2004.0,350.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1587 cc,110 hp,Önden Çekiş,İkinci El,"7,2 lt",60 lt,"2 değişen, 11 boyalı",Takasa Uygun,Galeriden
1.249.900 TL,03 Aralık 2025,Opel,Corsa,1.2 Turbo Edition,2025.0,21.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1199 cc,100 hp,Önden Çekiş,İkinci El,"6,2 lt",44 lt,Tamamı orjinal,Takasa Uygun,Galeriden
305.000 TL,09 Aralık 2025,Fiat,Stilo,1.4 Active,2006.0,227.000 km,Düz,LPG & Benzin,Hatchback/3,Gri (Gümüş),1370 cc,95 hp,Önden Çekiş,İkinci El,"6,5 lt",58 lt,Belirtilmemiş,,Sahibinden
675.000 TL,09 Aralık 2025,Audi,A4,A4 Sedan 2.0 TDI,2007.0,314.000 km,Otomatik,Dizel,Sedan,Gri (metalik),1968 cc,140 hp,Önden Çekiş,İkinci El,"5,8 lt",70 lt,Tamamı orjinal,,Sahibinden
175.000 TL,10 Aralık 2025,Fiat,Tipo,1.4 S,1997.0,355.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1372 cc,70 hp,Önden Çekiş,İkinci El,,55 lt,Belirtilmemiş,,Sahibinden
300.000 TL,09 Aralık 2025,Renault,Symbol,1.4 Dynamique,2004.0,300.000 km,Düz,LPG & Benzin,Sedan,Gri,1390 cc,98 hp,Önden Çekiş,İkinci El,7 lt,50 lt,Belirtilmemiş,-,Sahibinden
520.000 TL,10 Aralık 2025,Honda,Accord,2.0 Sport,2003.0,414.000 km,Otomatik,LPG & Benzin,Sedan,Gri,,,,İkinci El,,,Belirtilmemiş,,Sahibinden
865.000 TL,08 Aralık 2025,Toyota,Corolla,1.4 D-4D Touch,2016.0,225.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,İkinci El,"4,1 lt",55 lt,7 boyalı,Takasa Uygun,Galeriden
1.279.000 TL,08 Aralık 2025,BMW,1 Serisi,118i Joy Plus,2015.0,119.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1499 cc,136 hp,Arkadan İtiş,İkinci El,"5,2 lt",52 lt,2 boyalı,Takasa Uygun,Galeriden
1.550.000 TL,09 Aralık 2025,Seat,Leon,1.0 eTSI Style Plus,2024.0,30.950 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
380.000 TL,09 Aralık 2025,Ford,Mondeo,2.0 Ghia,2001.0,128.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri,1988 cc,130 hp,Önden Çekiş,İkinci El,,61 lt,5 boyalı,Takasa Uygun Değil,Sahibinden
2.245.000 TL,10 Aralık 2025,Volkswagen,Passat,1.5 TSi Business,2021.0,77.000 km,Yarı Otomatik,Benzin,Sedan,Füme,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,3 lt",66 lt,Belirtilmemiş,,Sahibinden
735.000 TL,10 Aralık 2025,Volkswagen,Polo,1.2 TDi BlueMotion,2014.0,132.000 km,Düz,Dizel,Hatchback/5,Beyaz,1199 cc,75 hp,Önden Çekiş,İkinci El,"3,4 lt",45 lt,1 değişen,,Sahibinden
1.600.000 TL,02 Aralık 2025,Seat,Leon,1.4 EcoTSI FR,2016.0,43.000 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,1395 cc,150 hp,Önden Çekiş,İkinci El,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
310.000 TL,10 Aralık 2025,Fiat,Linea,1.3 Multijet Urban,2016.0,900.000 km,Düz,Dizel,Sedan,Sarı,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Tamamı boyalı,,Sahibinden
2.129.000 TL,02 Aralık 2025,Volkswagen,Passat,1.5 TSi Business,2022.0,41.000 km,Yarı Otomatik,Benzin,Sedan,Gri,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,3 lt",66 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
305.000 TL,10 Aralık 2025,Renault,Clio,1.6 RTE,2000.0,305.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598 cc,90 hp,Önden Çekiş,İkinci El,"7,8 lt",50 lt,Belirtilmemiş,,Sahibinden
1.558.000 TL,05 Aralık 2025,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2019.0,93.000 km,Yarı Otomatik,Dizel,Sedan,Sarı,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,6 boyalı,Takasa Uygun,Galeriden
460.000 TL,03 Aralık 2025,Skoda,Roomster,1.2,2009.0,67.000 km,Düz,LPG & Benzin,MPV,Beyaz,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden
815.000 TL,08 Aralık 2025,Ford,Focus,1.6 TDCi Trend X,2017.0,165.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,İkinci El,"4,5 lt",53 lt,"8 değişen, 1 boyalı",Takasa Uygun,Galeriden
1.250.000 TL,07 Aralık 2025,Renault,Clio,1.3 TCe Icon,2020.0,63.500 km,Yarı Otomatik,Benzin,Hatchback/5,Gri (titanyum),1332 cc,130 hp,Önden Çekiş,İkinci El,"5,2 lt",42 lt,Tamamı orjinal,,Sahibinden
695.000 TL,19 Kasım 2025,Renault,Fluence,1.5 dCi Joy,2014.0,214.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,"3 değişen, 3 boyalı",,Sahibinden
295.000 TL,10 Aralık 2025,Fiat,Linea,1.4 Fire Dynamic,2008.0,365.000 km,Düz,Benzin,Sedan,Gri,1368 cc,77 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden
215.000 TL,05 Aralık 2025,Renault,R 12,TX,1987.0,87.877 km,Düz,LPG & Benzin,Sedan,Bej,1397 cc,72 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
360.000 TL,10 Aralık 2025,Renault,Clio,1.4 RXT,2001.0,300.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1390 cc,98 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,12 boyalı,,Sahibinden
320.000 TL,10 Aralık 2025,Ford,Focus,1.6 Ambiente,2001.0,300.000 km,Düz,LPG & Benzin,Hatchback/5,Bordo,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,9 lt",55 lt,Tamamı boyalı,,Sahibinden
199.750 TL,09 Aralık 2025,Tofaş,Doğan,S,1996.0,22.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",50 lt,11 boyalı,Takasa Uygun,Sahibinden
1.120.000 TL,10 Aralık 2025,Toyota,Corolla,1.6 Advance,2015.0,173.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,İkinci El,"6,3 lt",55 lt,1 boyalı,,Sahibinden
510.000 TL,04 Aralık 2025,Peugeot,301,1.6 HDi Active,2016.0,266.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden
350.000 TL,29 Kasım 2025,Mercedes - Benz,E,200 d E 200 d,1987.0,327.000 km,Otomatik,Dizel,Sedan,Beyaz,,,,İkinci El,,,4 boyalı,,Sahibinden
820.000 TL,09 Aralık 2025,Opel,Astra,1.6 Edition Plus,2016.0,122.000 km,Düz,LPG & Benzin,Sedan,Kahverengi,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",56 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden
1.160.000 TL,09 Aralık 2025,Hyundai,i20,1.4 MPI Elite,2023.0,43.500 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,1 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
5.399.000 TL,07 Aralık 2025,Volvo,S90,2.0 T8 Plus Dark,2024.0,17.000 km,Otomatik,Hibrit,Sedan,Beyaz,1969 cc,455 hp,4WD (Sürekli),İkinci El,"0,8 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden
645.000 TL,10 Aralık 2025,Hyundai,Accent Blue,1.6 CRDI Mode,2013.0,248.000 km,Düz,Dizel,Sedan,Beyaz,1582 cc,128 hp,Önden Çekiş,İkinci El,"4,4 lt",43 lt,"3 değişen, 3 boyalı",,Sahibinden
599.999 TL,05 Aralık 2025,Toyota,Auris,1.4 D-4D Comfort Extra,2010.0,225.000 km,Yarı Otomatik,Dizel,Station wagon,Gri (Gümüş),1364 cc,90 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden
1.235.000 TL,07 Aralık 2025,Volkswagen,Golf,1.4 TSi Comfortline,2017.0,150.000 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi (metalik),1395 cc,125 hp,Önden Çekiş,İkinci El,"5,3 lt",50 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden
540.000 TL,10 Aralık 2025,BMW,3 Serisi,318Ci,2000.0,325.000 km,Düz,LPG & Benzin,Coupe,Mavi,1895 cc,118 hp,Arkadan İtiş,İkinci El,"7,9 lt",63 lt,"3 değişen, 6 boyalı",Takasa Uygun Değil,Sahibinden
1.478.500 TL,05 Aralık 2025,BMW,5 Serisi,520i Executive,2016.0,227.000 km,Otomatik,Benzin,Sedan,Siyah,1592 cc,170 hp,Arkadan İtiş,İkinci El,"6,7 lt",70 lt,3 boyalı,Takasa Uygun,Galeriden
1.075.000 TL,09 Aralık 2025,Suzuki,Swift,1.2 GL,2020.0,26.000 km,Otomatik,Hibrit,Hatchback/5,Beyaz,1197 cc,83 hp,Önden Çekiş,İkinci El,"4,1 lt",37 lt,Tamamı orjinal,Takasa Uygun,Sahibinden
785.000 TL,29 Kasım 2025,Citroen,C4,1.6 e-HDi Exclusive,2014.0,230.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1560 cc,117 hp,Önden Çekiş,İkinci El,"4,2 lt",60 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden
385.000 TL,09 Aralık 2025,Ford,Fiesta,1.4 TDCi Comfort,2004.0,190.000 km,Düz,Dizel,Hatchback/5,Beyaz,1399 cc,68 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,Belirtilmemiş,,Sahibinden
285.000 TL,10 Aralık 2025,Opel,Corsa,1.4 Swing,1997.0,185.000 km,Düz,LPG & Benzin,Hatchback/5,Sarı,1389 cc,60 hp,Önden Çekiş,İkinci El,,42 lt,"2 değişen, 7 boyalı",,Sahibinden
1.520.000 TL,10 Aralık 2025,Renault,Megane,1.3 TCe Touch,2023.0,18.500 km,Yarı Otomatik,Benzin,Sedan,Gri (titanyum),1332 cc,140 hp,Önden Çekiş,İkinci El,"5,3 lt",50 lt,Tamamı orjinal,,Sahibinden
760.000 TL,10 Aralık 2025,Renault,Clio,0.9 TCe Joy,2020.0,114.000 km,Düz,Benzin,Hatchback/5,Kırmızı,898 cc,90 hp,Önden Çekiş,İkinci El,5 lt,45 lt,Belirtilmemiş,,Sahibinden
355.000 TL,10 Aralık 2025,Renault,Megane,1.6 Dynamique,2005.0,240.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,8 lt",60 lt,3 boyalı,,Sahibinden
565.000 TL,09 Aralık 2025,Tofaş,Doğan,SLX,1995.0,151.500 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,"1 değişen, 12 boyalı",Takasa Uygun,Galeriden
1.520.000 TL,05 Aralık 2025,Toyota,Corolla,1.5 Dream,2023.0,16.000 km,Otomatik,Benzin,Sedan,Mavi (metalik),1490 cc,125 hp,Önden Çekiş,İkinci El,"6,3 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden
1.465.000 TL,06 Aralık 2025,Renault,Megane,1.5 dCi Icon,2018.0,128.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",47 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
340.000 TL,09 Aralık 2025,Volkswagen,Passat,1.6 Comfortline,2004.0,397.000 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),1595 cc,102 hp,Önden Çekiş,İkinci El,"7,7 lt",62 lt,Belirtilmemiş,,Sahibinden
1.550.000 TL,09 Aralık 2025,Audi,A3,A3 Sedan 1.6 TDI Design Line,2018.0,160.000 km,Otomatik,Dizel,Sedan,Siyah,,,,İkinci El,,,1 boyalı,,Sahibinden
750.000 TL,04 Aralık 2025,Fiat,Egea,1.6 Multijet Easy Plus,2016.0,175.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,6 boyalı,Takasa Uygun,Galeriden
665.000 TL,03 Aralık 2025,Fiat,Egea,1.3 Multijet Easy,2017.0,226.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,8 boyalı,Takasa Uygun,Galeriden
320.000 TL,09 Aralık 2025,Peugeot,206+,1.4 HDi Urban Move,2012.0,150.190 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,71 hp,Önden Çekiş,İkinci El,"4,2 lt",50 lt,Belirtilmemiş,,Sahibinden
825.000 TL,10 Aralık 2025,Hyundai,i20,1.4 CVVT Sense,2013.0,166.000 km,Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1396 cc,100 hp,Önden Çekiş,İkinci El,6 lt,45 lt,"1 değişen, 2 boyalı",,Sahibinden
1.125.000 TL,10 Aralık 2025,Audi,A3,A3 Sportback 1.6 TDI Ambition,2012.0,204.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,3 lt",55 lt,Tamamı orjinal,,Sahibinden
350.000 TL,09 Aralık 2025,Ford,Focus,1.6 Ambiente,2000.0,308.000 km,Düz,LPG & Benzin,Sedan,Bordo,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,9 lt",55 lt,"2 değişen, 8 boyalı",,Sahibinden
150.000 TL,04 Aralık 2025,Ford,Escort,1.6 CL,1998.0,175.000 km,Düz,LPG & Benzin,Hatchback/5,Bordo,1597 cc,90 hp,Önden Çekiş,İkinci El,,55 lt,Tamamı boyalı,Takasa Uygun,Galeriden
720.000 TL,10 Aralık 2025,Renault,Clio,1.5 dCi Touch,2017.0,216.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,2 boyalı,Takasa Uygun Değil,Sahibinden
530.000 TL,10 Aralık 2025,Ford,Focus,1.6 Ghia,2005.0,231.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,7 lt",55 lt,"2 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden
450.000 TL,10 Aralık 2025,BMW,5 Serisi,520i Standart,1999.0,325.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1991 cc,150 hp,Arkadan İtiş,İkinci El,"9,9 lt",70 lt,"1 değişen, 1 boyalı",Takasa Uygun,Sahibinden
770.000 TL,09 Aralık 2025,Renault,Clio,1.5 dCi Joy,2017.0,162.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,1 boyalı,-,Sahibinden
420.000 TL,10 Aralık 2025,Ford,Focus,1.6 TDCi Trend,2007.0,281.000 km,Düz,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 5 boyalı",,Sahibinden
1.220.000 TL,30 Kasım 2025,Volkswagen,Jetta,1.6 TDi Comfortline,2014.0,143.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden
490.000 TL,30 Kasım 2025,Hyundai,Accent Era,1.4 Team,2010.0,265.000 km,Düz,LPG & Benzin,Sedan,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 değişen,Takasa Uygun,Galeriden
574.900 TL,24 Kasım 2025,Fiat,Linea,1.3 Multijet Pop,2015.0,133.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,3 boyalı,,Sahibinden
1.445.000 TL,06 Aralık 2025,Skoda,SuperB,1.6 TDI Comfort,2018.0,118.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden
1.575.000 TL,03 Aralık 2025,BMW,5 Serisi,525d xDrive xDrive,2014.0,235.322 km,Otomatik,Dizel,Sedan,Siyah,1995 cc,218 hp,4WD (Sürekli),İkinci El,"5,1 lt",70 lt,Belirtilmemiş,Takasa Uygun,Galeriden
1.325.000 TL,01 Aralık 2025,Renault,Clio,1.0 TCe Evolution,2024.0,6.001 km,Otomatik,Benzin,Hatchback/5,Gri,999 cc,90 hp,Önden Çekiş,İkinci El,6 lt,42 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.850.000 TL,04 Aralık 2025,BMW,5 Serisi,520i M Sport,2014.0,195.000 km,Otomatik,Benzin,Sedan,Beyaz,1592 cc,170 hp,Arkadan İtiş,İkinci El,"6,7 lt",70 lt,Tamamı orjinal,Takasa Uygun,Galeriden
359.500 TL,10 Aralık 2025,Volkswagen,Golf,1.9 TDi Midline,2007.0,340.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1896 cc,105 hp,Önden Çekiş,İkinci El,"5,4 lt",55 lt,"1 değişen, 12 boyalı",,Sahibinden
780.000 TL,10 Aralık 2025,Opel,Corsa,1.4 Twinport Essentia,2013.0,151.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri,1364 cc,100 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Belirtilmemiş,,Sahibinden
1.585.000 TL,04 Kasım 2025,Volkswagen,Passat,1.4 TSi BlueMotion Trendline,2018.0,94.500 km,Yarı Otomatik,Benzin,Sedan,Gri (metalik),1395 cc,125 hp,Önden Çekiş,İkinci El,5 lt,66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
872.500 TL,09 Aralık 2025,Volkswagen,Polo,1.2 TSi Comfortline,2014.0,96.000 km,Yarı Otomatik,Benzin,Hatchback/5,Füme,1197 cc,90 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden
1.195.000 TL,03 Aralık 2025,Hyundai,i20,1.4 MPI Jump,2024.0,46.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,1 lt",40 lt,2 boyalı,Takasa Uygun,Galeriden
450.000 TL,09 Aralık 2025,Renault,Megane,1.6 Sportway,2006.0,163.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,110 hp,Önden Çekiş,İkinci El,"6,8 lt",60 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden
659.750 TL,04 Aralık 2025,Citroen,C-Elysee,1.6 HDi Live,2017.0,144.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",48 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden
470.000 TL,09 Aralık 2025,Renault,Megane,1.5 dCi Authentique,2008.0,258.000 km,Düz,Dizel,Sedan,Gri,1461 cc,85 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,2 boyalı,,Sahibinden
730.000 TL,08 Aralık 2025,Fiat,Egea,1.6 Multijet Comfort,2017.0,245.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,"1 değişen, 5 boyalı",,Sahibinden
,,,,,,,,,,,,,,,,,,,
430.000 TL,09 Aralık 2025,Seat,Altea,1.6 Stylance,2005.0,303.745 km,Düz,LPG & Benzin,MPV,Kırmızı,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,7 lt",55 lt,"1 değişen, 10 boyalı",,Sahibinden
575.000 TL,09 Aralık 2025,Opel,Corsa,1.3 CDTI Essentia,2013.0,205.000 km,Düz,Dizel,Hatchback/3,Beyaz,1248 cc,75 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,2 değişen,,Sahibinden
829.000 TL,08 Aralık 2025,Ford,Focus,1.6 TDCi Trend X,2014.0,243.500 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden
650.000 TL,09 Aralık 2025,Nissan,Micra,1.6,2011.0,302.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"6,6 lt",46 lt,Tamamı orjinal,,Sahibinden
1.275.000 TL,05 Aralık 2025,Opel,Astra,1.6 CDTI Excellence,2017.0,125.000 km,Otomatik,Dizel,Station wagon,Beyaz,1598 cc,136 hp,Önden Çekiş,İkinci El,"4,6 lt",48 lt,Tamamı orjinal,Takasa Uygun,Galeriden
1.318.000 TL,30 Kasım 2025,Fiat,Egea,1.6 Multijet Easy,2025.0,9.000 km,Düz,Dizel,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden
390.000 TL,10 Aralık 2025,Hyundai,Getz,1.5 CRDi VGT,2007.0,234.000 km,Düz,Dizel,Hatchback/5,Gri,1493 cc,110 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,"1 değişen, 3 boyalı",Takasa Uygun,Sahibinden
535.000 TL,10 Aralık 2025,Opel,Corsa,1.4 Twinport Enjoy,2004.0,121.500 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1364 cc,90 hp,Önden Çekiş,İkinci El,"5,7 lt",44 lt,3 boyalı,,Sahibinden
1.055.000 TL,04 Aralık 2025,Renault,Clio,1.0 TCe Joy,2023.0,36.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,90 hp,Önden Çekiş,İkinci El,5 lt,42 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden
930.000 TL,09 Aralık 2025,Hyundai,i20,1.2 MPI Style,2017.0,90.000 km,Düz,Benzin,Hatchback/5,Beyaz,1248 cc,84 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Tamamı orjinal,,Sahibinden
900.000 TL,09 Aralık 2025,Honda,Civic,1.6 i-VTEC ES,2006.0,270.000 km,Otomatik,Benzin,Sedan,Lacivert,1590 cc,110 hp,Önden Çekiş,İkinci El,7 lt,50 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden
140.000 TL,09 Aralık 2025,Skoda,Favorit,135 L,1993.0,197.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1289 cc,58 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
